test_y,predicted_values
33496.797,34044.168
30831.232,31446.562
28795.703,29080.918
26839.719,27523.857
24589.508,25813.049
22605.422,24021.285
20787.36,22198.918
19522.219,20423.023
19156.303,19443.48
19125.457,19470.883
19608.273,20081.78
20945.176,20980.594
22463.346,22212.367
23000.246,23703.639
23017.816,25100.072
24302.008,25795.469
25710.633,26648.434
27176.902,27525.045
30389.262,28181.88
32643.238,30194.672
35331.336,32101.857
34568.105,34019.617
33804.875,33845.953
33041.64,32731.469
32278.41,30980.803
31515.176,29340.514
28459.684,28355.748
26636.021,26378.586
23556.795,24733.814
22724.402,21943.27
20749.19,20784.705
19614.824,19707.812
18633.027,18948.395
18054.79,18549.113
18234.438,18445.545
19144.473,19251.5
20638.275,19942.25
21522.29,21168.621
23937.71,22755.688
27107.71,24971.291
29529.578,27992.219
31664.33,30876.254
32711.303,33154.684
33732.992,34173.46
34833.906,34805.72
35950.703,35035.15
35888.906,35579.688
34945.105,35302.51
32664.049,33512.812
31228.979,30744.445
29284.367,28578.742
27264.543,26678.85
25098.943,24744.568
22864.895,22823.816
21756.762,21332.25
20469.508,20407.545
19756.938,19781.39
19051.162,19590.242
19375.352,19616.691
20227.64,20151.395
21456.973,21262.385
21574.402,22691.154
22661.408,23661.217
25574.438,24873.193
28928.416,27307.43
29808.697,30497.312
31530.951,31775.035
32855.914,32931.047
32723.627,33681.09
32907.254,33343.78
33439.93,33037.914
32386.303,32777.973
29756.69,31266.152
27970.14,28331.877
26509.508,26156.172
25129.543,24618.713
23070.81,23098.713
22076.268,21473.225
20454.578,20566.496
19223.838,19443.312
18935.88,18482.227
18400.105,18445.406
18668.238,18921.031
18780.846,19644.994
20530.0,20585.889
22161.127,22096.02
21904.86,24225.586
23124.19,25217.916
24678.697,25722.06
27303.873,26139.617
29207.781,27969.547
28792.219,30198.896
29972.113,30132.475
29647.553,30320.086
29322.992,30057.18
28998.434,29279.043
28673.873,27552.889
26679.93,26853.88
25420.986,25277.074
24006.69,23752.482
22398.662,22193.982
20883.873,20702.23
19923.275,19399.562
19118.908,18859.86
17874.578,18734.082
17342.395,18117.164
17983.205,18029.281
19462.254,18712.02
19301.867,19865.658
20618.592,20378.25
23199.12,21746.295
25686.62,24488.852
27243.943,27145.305
29402.184,28913.775
30547.605,30660.95
31658.168,31734.252
32144.86,32494.91
32550.668,32471.766
32524.719,32516.994
31828.062,32022.617
30289.473,30644.965
27572.992,29046.814
26353.732,26606.22
25079.049,24961.588
23639.33,23432.047
22164.402,22224.986
21255.598,21032.803
20664.297,20290.82
20123.062,20005.15
19363.662,20030.654
19947.254,20167.46
21831.725,20661.541
22786.76,22138.973
23363.135,23776.736
25805.387,25086.896
28676.514,27542.455
30542.64,30248.639
32568.38,32439.484
34072.29,33922.504
35836.445,35036.26
36563.203,35975.4
37567.36,35690.957
37173.203,36432.81
36779.047,35797.98
34755.633,34573.71
32546.902,32290.04
31059.084,30320.242
27791.338,28881.754
25586.092,26422.922
23249.965,24349.611
21858.38,22518.48
20731.797,21144.178
20103.486,20038.578
19525.176,19955.242
19933.31,20216.332
21484.367,20858.8
23554.402,22161.57
24418.275,24477.305
25957.57,26311.604
29042.64,27926.703
32533.414,30464.588
34709.086,33709.742
35958.098,35796.17
37103.273,37106.145
39256.516,38042.594
39169.61,39108.707
39428.168,38777.17
38696.76,37954.22
35575.387,36550.79
32995.598,33615.965
30222.078,30876.766
28035.352,27985.295
26391.373,25809.91
25586.338,24580.594
22777.922,23629.178
21774.648,21747.783
20648.732,20757.705
20139.297,20502.31
20369.93,20865.475
21356.338,21579.857
23359.93,22741.707
23725.986,24521.139
26195.775,25833.586
28667.816,28114.023
31635.951,31024.102
33951.094,33695.863
35844.86,35274.715
37594.65,36730.43
38997.887,37874.344
39337.324,38853.086
39350.35,38883.684
37485.914,38083.918
35555.457,35529.266
33035.883,32968.26
31397.078,30336.123
29089.154,28694.688
26799.824,26853.133
24787.254,24601.666
22772.746,22585.541
21538.346,21020.36
20353.908,20065.656
19737.078,19669.057
20005.281,19999.422
21972.184,20791.79
23625.951,22628.945
23311.514,24425.31
24373.451,25569.408
28490.598,26920.088
32611.021,30014.463
34368.484,33648.188
35154.613,35864.285
36464.367,36576.2
37295.246,37102.047
38334.156,36908.688
38159.93,37202.625
38110.492,36721.78
35677.71,35302.992
33321.617,32596.14
31100.035,30304.234
28479.19,28148.738
25797.887,25752.611
23387.5,23426.85
22671.725,21615.705
21313.31,20591.771
20659.613,19767.105
19979.719,19955.727
20045.562,20097.338
21044.12,20390.107
22079.154,21368.973
22703.346,22656.762
24855.598,24327.29
27542.57,26687.936
30168.451,29110.484
32298.627,31625.559
33808.695,33236.42
34799.79,34375.117
35692.36,35023.047
36350.35,35158.66
36230.105,35231.31
35203.027,34348.49
32993.414,32552.082
29868.31,29839.002
27487.816,27183.91
25506.092,24770.852
23675.105,23046.225
21569.014,21790.678
20353.275,20087.664
19790.387,18704.82
19214.648,18278.863
18277.5,18254.477
17816.797,18356.344
18772.254,18510.701
19402.5,19156.03
20744.014,19974.828
22974.965,22229.512
25610.035,24740.387
27436.795,26983.365
28837.008,28526.322
30273.379,29938.193
31280.492,31212.79
31995.457,31611.812
31261.453,31683.387
30527.447,30899.176
29793.441,29406.877
29059.438,27532.594
27082.36,25936.48
24928.17,24407.07
23757.605,22593.082
22057.184,21319.846
20538.346,19880.775
19763.697,18748.441
18635.21,18043.348
17681.902,17210.424
17494.684,16774.03
16842.113,17292.836
18179.648,17497.777
18295.0,18383.123
18932.113,19435.426
20503.346,20834.521
23363.486,22432.088
25099.824,24691.498
26974.754,26251.969
27715.281,27656.951
28012.605,28585.0
27431.443,28778.732
26850.281,28076.926
26269.12,27334.549
25687.957,26040.49
23909.438,24657.41
21942.395,22932.129
20664.79,20957.44
19742.078,19381.367
18504.578,18117.375
17424.684,17126.146
16745.635,16165.539
16611.338,15747.455
15577.888,15758.573
15478.697,15713.7295
16506.057,16040.059
17407.992,16942.705
18338.416,17929.574
18817.676,19311.285
20989.402,20655.562
23475.74,22887.316
25903.486,24970.547
27863.979,27053.322
27790.387,28572.512
28202.29,28881.162
28654.438,28915.146
28733.168,28743.621
28929.402,28496.14
27913.943,28011.297
25995.035,26344.197
24263.275,24035.328
22281.62,22170.205
20697.57,20832.79
18989.084,19316.502
17829.473,18083.428
17070.598,17219.25
16588.557,16633.734
16083.662,16290.774
15615.704,16304.88
15346.162,16383.897
16066.654,16487.783
17153.309,17184.97
17303.908,18673.43
18915.07,20075.662
22081.268,21791.016
24803.592,24277.076
25575.633,26474.613
27296.76,27273.969
28362.324,28229.777
28970.105,28837.873
29302.781,29121.904
29278.557,28836.098
28409.367,28190.957
26317.5,26691.457
23998.662,24428.867
21977.887,22418.666
20656.725,20752.98
19331.268,19337.213
18257.43,18329.316
17114.824,17541.186
16421.303,16476.066
15760.704,15882.463
15413.415,15821.435
15264.93,15980.838
15974.789,16300.664
