test_y,predicted_values
1350.0,1297.5532
1326.4705,1362.5232
1311.7646,1394.8759
1473.5294,1412.0319
1508.8235,1509.682
1582.3529,1544.6909
1541.1765,1569.8354
1511.7646,1540.3734
1476.4706,1497.8689
1452.9412,1443.2377
1447.0588,1424.4587
1473.5294,1438.9479
1488.2352,1437.2848
1502.9412,1440.8997
1494.1176,1454.3596
1494.1176,1464.7458
1520.5881,1508.7976
1561.7646,1546.7046
1552.9412,1581.1494
1558.8235,1575.8696
1547.0588,1573.6371
1558.8235,1538.8264
1482.3529,1519.3397
1423.5293,1475.03
1447.0588,1435.3517
1429.4117,1438.9658
1464.7058,1472.9375
1535.2941,1516.329
1566.6666,1564.4382
1598.0392,1594.2234
1629.4117,1600.6235
1626.4706,1603.4808
1585.2941,1589.9
1564.7058,1560.6434
1511.7646,1534.5784
1547.0588,1524.2915
1488.2352,1530.9417
1491.1765,1487.4358
1414.7058,1471.9468
1502.9412,1432.7349
1520.5881,1495.2179
1552.9412,1544.4464
1564.7058,1610.8982
1652.9412,1617.6367
1629.4117,1648.2332
1582.3529,1608.8601
1470.5881,1561.3672
1414.7058,1468.138
1400.0,1410.8975
1379.4117,1410.3591
1464.7058,1441.7479
1573.5294,1533.1516
1632.3529,1614.7751
1720.5883,1644.4869
1714.7058,1679.7845
1664.7058,1668.0533
1652.9412,1630.5979
1658.8235,1600.3723
1570.5883,1603.3098
1664.7058,1547.8711
1467.647,1602.7301
1450.0,1518.6345
1508.8235,1467.8627
1558.8235,1508.3237
1570.5883,1583.6941
1617.647,1615.2356
1655.8823,1652.9995
1579.4117,1679.0046
1644.1177,1601.8473
1552.9412,1576.8835
1476.4706,1511.336
1432.3529,1454.9363
1455.8823,1434.7738
1435.2941,1481.2795
1438.2352,1514.0177
1564.7058,1520.1543
1723.5294,1608.142
1785.2941,1715.6123
1758.8235,1774.689
1744.1177,1742.2084
1755.8823,1703.5952
1652.9412,1678.6494
1594.1177,1598.1085
1614.7058,1560.6444
1523.5294,1559.5563
1508.8235,1523.3591
1488.2352,1510.7417
1532.3529,1506.6157
1497.0588,1538.9977
1573.5294,1528.5546
1579.4117,1591.0391
1602.9412,1600.3007
1608.8235,1593.228
1600.0,1559.719
1517.647,1546.0164
1450.0,1506.9883
1482.3529,1473.5149
1464.7058,1503.4423
1514.7058,1538.7135
1626.4706,1598.1301
1655.8823,1681.7196
1673.5294,1694.5033
1691.1765,1678.1049
1717.647,1650.7335
1711.7646,1653.1368
1623.5294,1633.2684
1605.8823,1568.4215
1485.2941,1557.6494
1420.5883,1471.4315
1441.1764,1413.4824
1400.0,1406.0928
1435.2941,1408.3102
1470.5881,1427.0614
1617.647,1484.338
1694.1177,1612.2793
1570.5883,1665.5743
1620.5881,1581.8057
1561.7646,1559.5225
1488.2352,1523.1224
1447.0588,1466.1199
1497.0588,1440.0715
1376.4706,1491.1515
1420.5883,1451.8842
1582.3529,1486.4618
1650.0,1602.2179
1670.5883,1662.8696
1700.0,1664.1731
1667.647,1662.3628
1688.2352,1640.9167
1541.1765,1618.3042
1505.8823,1518.9355
1379.4117,1487.3228
1358.8235,1401.1359
1329.4117,1360.3
1341.1765,1347.9353
1355.8823,1380.7815
1338.2352,1403.6144
1394.1177,1412.6355
1550.0,1441.0983
1523.5294,1494.3928
1520.5881,1494.0413
1467.647,1464.9849
1388.2352,1423.5706
1388.2352,1361.7349
1317.647,1374.2954
1338.2352,1347.116
1297.0588,1384.3973
1385.2941,1404.8364
1505.8823,1459.4028
1491.1765,1523.9373
1505.8823,1522.4799
1485.2941,1504.3043
1426.4706,1452.218
1370.5881,1386.7654
1258.8235,1349.7644
1241.1765,1273.2196
1252.9412,1237.8613
1214.7058,1234.7118
1247.0588,1244.916
1270.5881,1280.2615
1282.3529,1330.4985
1279.4116,1376.7566
1338.2352,1365.7634
1373.5294,1370.5868
1408.8235,1383.2686
1361.7646,1394.0804
1305.8823,1342.4324
1279.4116,1287.6302
1267.647,1263.2578
1308.8235,1270.8524
1273.5293,1332.7195
1370.5881,1355.9164
1426.4706,1411.7164
1438.2352,1421.8665
1450.0,1426.5013
1379.4117,1411.8777
1355.8823,1361.0366
1294.1177,1319.699
1255.8823,1254.4839
1250.0,1229.8871
1276.4706,1202.2896
1258.8235,1232.5803
1232.3529,1256.3126
1261.7646,1251.9397
1282.3529,1284.4235
1350.0,1326.0234
1411.7646,1387.6334
1432.3529,1417.6426
1405.8823,1429.193
1470.5881,1387.9915
1320.5881,1403.3792
1294.1177,1326.6875
1320.5881,1297.8462
1308.8235,1317.401
1317.647,1348.2266
1417.647,1385.6613
1451.4706,1455.9607
1485.2941,1481.6023
1441.1764,1478.049
1473.5294,1436.1357
1373.5294,1440.5879
1308.8235,1359.8523
1379.4117,1299.8333
1323.5293,1336.6044
1264.7058,1328.2528
1282.3529,1291.2561
1314.7058,1288.8181
1320.5881,1348.7848
1282.3529,1382.9695
1414.7058,1389.0988
1514.7058,1470.5364
1494.1176,1520.7275
1473.5294,1500.3632
1408.8235,1452.1624
1314.7058,1387.139
1294.1177,1315.1003
1255.8823,1296.2976
1294.1177,1300.2074
1282.3529,1336.7578
1435.2941,1359.4707
1497.0588,1461.0123
1517.647,1517.0901
1567.647,1524.1398
1529.4117,1535.5608
1470.5881,1513.6531
1376.4706,1440.8018
1355.8823,1360.7246
1388.2352,1348.6243
1376.4706,1375.7786
1291.1765,1382.1654
1258.8235,1343.1602
1279.4116,1330.7363
1408.8235,1348.9335
1488.2352,1458.8555
1467.647,1536.5089
1485.2941,1514.4645
1458.8235,1485.6327
1379.4117,1448.7764
1308.8235,1375.6631
1267.647,1312.3203
1273.5293,1292.0574
1282.3529,1318.5168
1279.4116,1352.6304
1397.0588,1386.9954
1508.8235,1458.7245
1567.647,1521.3508
1567.647,1556.5101
1632.3529,1543.46
1591.1765,1568.053
1529.4117,1528.9003
1502.9412,1489.9004
1426.4706,1481.3507
1435.2941,1434.1018
1400.0,1422.2352
1438.2352,1421.3445
1405.8823,1477.136
1588.2352,1477.0852
1597.0588,1598.9672
1608.8235,1640.311
1597.0588,1625.084
1594.1177,1580.5043
1535.2941,1548.0908
1450.0,1506.3765
1379.4117,1458.8962
1367.647,1432.6746
1361.7646,1430.8037
1329.4117,1437.602
1547.0588,1460.3538
1605.8823,1613.3536
1652.9412,1673.4235
1714.7058,1695.1223
1667.647,1720.6113
1676.4706,1676.2787
1717.647,1632.381
1688.2352,1646.2605
1652.9412,1661.0221
1635.2941,1646.6311
1597.0588,1637.1089
1626.4706,1653.6367
1632.3529,1684.8136
1611.7646,1714.4679
1726.4706,1708.8896
1717.647,1771.9711
1755.8823,1768.31
1726.4706,1751.2238
1708.8235,1702.2339
1552.9412,1664.509
1558.8235,1572.9023
1529.4117,1569.7563
1502.9412,1573.2119
1535.2941,1571.3473
1752.9412,1621.946
1832.3529,1789.766
1885.2941,1882.3706
1885.2941,1914.3004
1838.2352,1888.7909
1794.1177,1837.3386
1750.0,1772.3263
1729.4117,1719.9503
1667.647,1693.0387
1664.7058,1655.7994
1594.1177,1643.2188
1547.0588,1612.9508
1591.1765,1600.998
1588.2352,1639.5037
1611.7646,1661.2058
1632.3529,1658.9391
1664.7058,1658.3284
1641.1764,1657.4696
1523.5294,1608.4072
1488.2352,1504.0632
1444.1177,1472.1576
1473.5294,1458.2217
1423.5293,1501.3208
1455.8823,1524.4446
1558.8235,1592.4426
1647.0588,1645.841
1729.4117,1701.0388
1738.2352,1752.2694
1652.9412,1737.9834
1685.2941,1665.2657
1629.4117,1648.2654
1547.0588,1627.769
1541.1765,1562.3999
1505.8823,1523.9429
1529.4117,1492.6392
1455.8823,1517.5312
1461.7646,1491.173
1467.647,1512.022
1544.1177,1531.1545
1455.8823,1570.1378
1500.0,1506.4276
1491.1765,1476.6339
1488.2352,1433.0262
1361.7646,1407.9774
1370.5881,1328.3259
1394.1177,1342.4686
1388.2352,1386.5035
1414.7058,1436.783
1502.9412,1510.1333
1561.7646,1591.9534
1620.5881,1618.7449
1595.5881,1624.7594
1570.5883,1600.7318
1511.7646,1553.6975
1544.1177,1479.838
1467.647,1473.8982
1417.647,1433.1453
1400.0,1372.9651
1329.4117,1342.8744
1391.1764,1301.2949
1385.2941,1357.8926
1426.4706,1375.6697
1485.2941,1426.3003
1485.2941,1450.2598
1538.2352,1459.8136
1494.1176,1472.6924
1576.4706,1438.7568
1470.5881,1467.886
1432.3529,1413.6345
1385.2941,1397.7981
1379.4117,1390.6163
1414.7058,1418.308
1517.647,1485.2388
1661.7646,1572.1619
1691.1765,1658.411
1747.0588,1665.3909
1691.1765,1682.571
1582.3529,1637.7471
1547.0588,1564.3296
1420.5883,1496.122
1270.5881,1404.1517
1229.4117,1294.427
1229.4117,1227.9275
1229.4117,1224.1982
1285.2941,1244.7861
1305.8823,1300.8798
1358.8235,1338.2002
1382.3529,1363.8613
1447.0588,1369.865
1464.7058,1392.1646
1373.5294,1402.2561
1335.2941,1334.4666
1432.3529,1308.6187
1370.5881,1369.7166
1326.4705,1375.8951
1288.2352,1392.6223
1452.9412,1414.79
1520.5881,1522.105
1548.5294,1545.5609
1576.4706,1527.4104
1570.5883,1503.5549
1505.8823,1480.0034
1423.5293,1430.9663
1338.2352,1344.0906
1270.5881,1279.0558
1264.7058,1229.7161
1300.0,1221.1133
1305.8823,1272.6819
1347.0588,1320.3386
1344.1177,1365.6709
1505.8823,1389.7373
1479.4117,1478.4111
1482.3529,1478.7063
1532.3529,1453.2963
1520.5881,1454.7358
1438.2352,1436.9927
1408.8235,1392.4258
1388.2352,1365.5369
1344.1177,1377.1974
1394.1177,1386.9
1452.9412,1475.7378
1644.1177,1538.6907
1632.3529,1644.1725
1629.4117,1642.5281
1591.1765,1605.0938
1526.4706,1541.8022
1464.7058,1455.4888
1402.9412,1385.707
1379.4117,1345.2764
1355.8823,1340.7806
1241.1765,1324.1855
1264.7058,1271.7551
1347.0588,1288.2932
1402.9412,1348.3682
1511.7646,1418.5984
1473.5294,1491.0116
1502.9412,1490.2505
1467.647,1486.3691
1464.7058,1436.399
1414.7058,1419.7773
1385.2941,1382.4587
1352.9412,1375.4384
1320.5881,1365.3176
1379.4117,1389.2832
1476.4706,1460.2797
1673.5294,1542.2396
1658.8235,1650.7334
1652.9412,1655.812
1679.4117,1611.4835
1567.647,1588.3158
1617.647,1500.4365
1538.2352,1497.9891
1402.9412,1473.6521
1405.8823,1400.0483
1361.7646,1373.8038
1385.2941,1377.2039
1355.8823,1421.3289
1411.7646,1420.29
1473.5294,1466.349
1505.8823,1493.873
1547.0588,1521.9312
1505.8823,1528.1302
1455.8823,1486.9656
1402.9412,1425.6257
1438.2352,1383.033
1441.1764,1415.6958
1488.2352,1427.1775
1429.4117,1503.1826
1532.3529,1520.8494
1623.5294,1600.7708
1631.3726,1645.9497
1639.2157,1650.6145
1647.0588,1614.7332
1594.1177,1579.9565
1558.8235,1531.4192
1561.7646,1480.3458
1411.7646,1485.8671
1391.1764,1417.8435
1297.0588,1386.6621
1323.5293,1345.0237
1350.0,1375.4404
1350.0,1412.9004
1447.0588,1433.2465
